"pmid","title","language","decision","layer","reason","citation_chase","language_exclude"
"37956962","Contribution of the gyrA and waaG mutants to fluoroquinolones resistance, biofilm  development, and persister cells formation in Salmonella enterica serovar Typhi.","eng","exclude","none","gyrA/waaG mutants; AMR biofilm mechanism study","no","no"
"37969790","Antioxidant and antibacterial activities of the rhizome extract of Curcuma  zedoaria extracted using some organic solvents.","eng","exclude","none","Curcuma zedoaria extract antibacterial; in-vitro","no","no"
"37972323","Case Report: An Imported Case of Typhoid Fever Combined with Rhabdomyolysis and  Multiple Organ Lesions in China.","eng","exclude","none","single imported typhoid case report; no denominator","no","no"
"37975007","Luciola mingrelica firefly luciferase as a marker in bioluminescent immunoassays.","eng","exclude","none","laboratory biosensor detection not clinical","no","no"
"37975995","Pangenome diversification and resistance gene characterization in Salmonella  Typhi prioritized RfaJ as a significant therapeutic marker.","eng","exclude","none","Pangenome drug-target study; no diagnostic content","no","no"
"3798274","[Typhoid fever presenting as histiocytic medullary reticulosis: a case report].","afr","exclude","none","non-allowed language Afrikaans; case report","no","yes"
"37983081","Association Among Household Water, Sanitation, and Hygiene (WASH) Status and  Typhoid Risk in Urban Slums: Prospective Cohort Study in Bangladesh.","eng","exclude","none","WASH risk-factor cohort; not diagnostic positivity","no","no"
"3798441","[Typhoid fever in childhood].","dut","exclude","none","Dutch language; case reports children","no","yes"
"37994324","Deciphering Target Protein Cascade in Salmonella typhi Biofilm using Genomic Data  Mining, and Protein-protein Interaction.","eng","exclude","none","Genomic bioinformatics drug target study","no","no"
"37998137","Gold Nanorod Density-Dependent Label-Free Bacteria Sensing on a Flake-like 3D  Graphene-Based Device by SERS.","eng","exclude","none","SERS biosensor in vitro","no","no"
"37999606","Salmonella Bloodstream Infections.","eng","exclude","none","Salmonella bloodstream pathogenesis review","no","no"
"38013532","Utilization Of The Complete Blood Count In Diagnosing Endemic Diseases In  Pakistan.","eng","exclude","none","narrative review of complete blood count diagnosis","no","no"
"38024690","Synthesis, Spectroscopic and Nonlinear Optical Properties, and Antimicrobial  Activity of Cu(II), Co(II), and Ni(II) Complexes: Experimental and Theoretical Studies.","eng","exclude","none","metal complex antimicrobial synthesis; in-vitro","no","no"
"38035955","Schematic-portfolio of potent anti-microbial scaffolds targeting DNA gyrase:  Unlocking ways to overcome resistance.","eng","exclude","none","DNA gyrase inhibitor scaffold review; drug design","no","no"
"38036302","Dihydrobenzothiazole coupled N-piperazinyl acetamides as antimicrobial agents:  Design, synthesis, biological evaluation and molecular docking studies.","eng","exclude","none","benzothiazole acetamide antimicrobial screen","no","no"
"38047122","Training in modern statistical methodologies and software tools for the  definition and analysis of (stochastic) quantitative microbial risk assessment models with a comparison between the Hungarian and Spanish food supply chains.","eng","exclude","none","QMRA training Salmonella heat resistance food","no","no"
"380479","[Positive haemoculture for ""Salmonella typhi"": identification and typification  (author's transl)].","ita","exclude","none","non-eligible language","no","yes"
"38064300","MEDICAL OUTREACH AND IMPROVED ACCESS TO SPECIALIST SERVICES FOR THE RURAL  COMMUNITY OF BAUCHI STATE, NIGERIA: THE REQUIREMENTS FOR SUSTAINABILITY.","eng","exclude","none","medical outreach Nigeria enteric fever clinical unconfirmed","no","no"
"38066229","Comparative study on Antibacterial efficacy of a series of chromone sulfonamide  derivatives against drug-resistant and MDR-isolates.","eng","exclude","none","chromone sulfonamide antibacterial MDR screen","no","no"
"38071735","Global burden of vaccine-associated anaphylaxis and their related vaccines,  1967-2023: A comprehensive analysis of the international pharmacovigilance database.","eng","exclude","none","vaccine-associated anaphylaxis pharmacovigilance typhoid vaccine","no","no"
"38073124","Clinical and antimicrobial susceptibility profile of typhoid fever in children in  the era of antibiotic resistance.","eng","exclude","none","clinical and AMR profile; no accuracy or positivity","no","no"
"38074029","Multidrug-Resistant Salmonella Endocarditis of a Native Valve: A Rare Case  Presentation.","eng","exclude","none","Single case report; MDR Salmonella endocarditis","no","no"
"38079305","Unveiling the molecular interactions and antimicrobial activity of cetyl  pyridinium bromide in ternary systems with short tetraalkylammonium bromide salts.","eng","exclude","none","surfactant antimicrobial; test strain only","no","no"
"38081842","Numerical investigation of a typhoid disease model in fuzzy environment.","eng","exclude","none","mathematical fuzzy model; no diagnostic content","no","no"
"3808455","Detection of serum antibody response in patients infected with one strain of  Campylobacter jejuni with a DIG-ELISA method.","eng","exclude","none","Campylobacter serology; typhi cross-reactivity control only","no","no"
"38097589","Typhoid fever.","eng","exclude","none","typhoid fever primer review; narrative","no","no"
"38101861","Intravesical Ty21a treatment of non-muscle invasive bladder cancer induces immune  responses that correlate with safety and may be associated to therapy potential.","eng","exclude","none","intravesical Ty21a bladder cancer immunotherapy","no","no"
"38104674","Study of pesticidal activity of bioactive compounds of Neowestiellopsis persica  strain A1387 in improving the antioxidative and antimicrobial activity of wheat to sunn pest.","eng","exclude","none","cyanobacteria antimicrobial wheat; not human typhoid","no","no"
"38123455","Detecting Residual Chronic Salmonella Typhi Carriers on the Road to Typhoid  Elimination in Santiago, Chile, 2017-2019.","eng","exclude","none","chronic carrier detection; special population","no","no"
"38129083","Typhoid spondylodiscitis of the cervical spine.","eng","exclude","none","typhoid spondylodiscitis single case report no denominator","no","no"
"3813617","Neonatal typhoid fever.","eng","exclude","none","small case series neonatal typhoid","no","no"
"38139857","Antimicrobial, Anticancer, and Antioxidant Activities of Maize and Clover Pollen  Grains Extracts: A Comparative Study with Phytochemical Characterizations.","eng","exclude","none","pollen extracts antimicrobial anticancer","no","no"
"38150409","Water and war: The effect of functioning chlorinated water stations in reducing  waterborne diseases during conflict in northwest Syria, 2017-2021.","eng","exclude","none","WASH water intervention not diagnostic","no","no"
"38158479","Phage-antibiotic synergism against Salmonella typhi isolated from stool samples  of typhoid patients.","eng","exclude","none","bacteriophage-antibiotic synergism; phage therapy","no","no"
"38173621","In vitro and in vivo studies of Syzygium cumini-loaded electrospun  PLGA/PMMA/collagen nanofibers for accelerating topical wound healing.","eng","exclude","none","nanofibers wound healing in vitro antibacterial","no","no"
"38177335","Vibrio cholerae and Salmonella Typhi culture-based wastewater or non-sewered  sanitation surveillance in a resource-limited region.","eng","exclude","none","wastewater environmental surveillance culture; not human positivity","no","no"
"38185957","Detection of Salmonella typhi Isolates and Ceftriaxone Strains Harbouring  CTX-M-15 Gene.","eng","exclude","none","AMR gene detection isolates; molecular","no","no"
"3818924","Enzyme-linked immunosorbent assay for detection of Salmonella typhi protein  antigen.","eng","exclude","none","Protein antigen ELISA detection; panel-based; no positivity cohort","no","no"
"3818953","Safety, infectivity, immunogenicity, and in vivo stability of two attenuated  auxotrophic mutant strains of Salmonella typhi, 541Ty and 543Ty, as live oral vaccines in humans.","eng","exclude","none","attenuated vaccine strains safety immunogenicity; volunteers","no","no"
"38192860","Enhancement of antimicrobial properties by metals doping in nano-crystalline  hydroxyapatite for efficient biomedical applications.","eng","exclude","none","metal-doped hydroxyapatite antibacterial test organism","no","no"
"38195501","Autogenic splenic implantation versus splenectomy in patients undergoing distal  pancreatectomy for benign or low-grade malignant lesions of the distal pancreas: study protocol for a multicentre, open-label, randomized controlled trial (RESTORE).","eng","exclude","none","splenic implantation RCT protocol typhoid Vi vaccine","no","no"
"38196058","Typhoid Fever and Non-typhoidal Salmonella Outbreaks: A Portrait of Regional  Socioeconomic Inequalities in Brazil.","eng","exclude","none","socioeconomic determinants typhoid; no positivity","no","no"
"38200754","Unveiling the Potential Ways to Apply Citrus Oil to Control Causative Agents of  Pullorum Disease and Fowl Typhoid in Floor Materials.","eng","exclude","none","citrus oil pullorum fowl typhoid floor; veterinary","no","no"
"38201154","Evaluation of the Phenolic Composition and Biological Activities of Six Aqueous  Date (Phoenix dactylifera L.) Seed Extracts Originating from Different Countries: A Comparative Analysis.","eng","exclude","none","date seed extract bioactivity; in-vitro","no","no"
"38213749","Phylogenetic Characterization of Resistant Salmonella Strains in Typhoid Fever  Patients in Nigeria.","eng","exclude","none","AMR phylogenetics typhoid isolates; genomics focus","no","no"
"38234699","Review of the India Adolescent Health Strategy in the context of disease burden  among adolescents.","eng","exclude","none","India adolescent health strategy disease burden GBD","no","no"
"38234867","Insights into colistin-mediated fluorescence labelling of bacterial LPS.","eng","exclude","none","colistin LPS fluorescence labelling; molecular","no","no"
"38240324","Whole genome sequencing unravels cryptic circulation of divergent dengue virus  lineages in the rainforest region of Nigeria.","eng","exclude","none","dengue genomics; typhoid only negative screen","no","no"
"382470","A comparison of enzyme-linked immunosorbent assay and indirect fluorescent  antibody test in the sero-diagnosis of cutaneous and visceral leishmaniasis in Iran.","eng","exclude","none","leishmaniasis serology; typhoid cross-react","no","no"
"38247582","Salmonella enterica Serovar Gallinarum Biovars Pullorum and Gallinarum in  Poultry: Review of Pathogenesis, Antibiotic Resistance, Diagnosis and Control in the Genomic Era.","eng","exclude","none","fowl typhoid poultry review; veterinary","no","no"
"38250396","Antimicrobial Activity of Nanozirconium Oxide.","eng","exclude","none","nanoparticle antimicrobial; test strain only","no","no"
"38254268","Clinico-Microbiological Correlation in Salmonella Endophthalmitis: Case Series  and Review of Literature.","eng","exclude","none","Two-case series with literature review; no denominator","no","no"
"38257990","Fowl Typhoid Outbreak on a Commercial Turkey Farm in Croatia.","eng","exclude","none","fowl typhoid turkey outbreak; not human","no","no"
"38264668","A candidate glycoconjugate vaccine induces protective antibodies in the serum and  intestinal secretions, antibody recall response and memory T cells and protects against both typhoidal and non-typhoidal Salmonella serovars.","eng","exclude","none","glycoconjugate vaccine immunogenicity no positivity","no","no"
"38270070","[CONTRIBUTION TO THE UNDERSTANDING OF THE HEALTH SITUATION WITHIN THE POPULATION  IN SLAVONIA AND SRIJEM DURING THE SECOND WORLD WAR WITH AN EMPHASIS ON INFECTIOUS DISEASES].","hrv","exclude","none","Croatian WWII infectious disease history","no","yes"
"38274797","Genotoxin-producing Salmonella enterica induces tissue-specific types of DNA  damage and DNA damage response outcomes.","eng","exclude","none","typhoid toxin DNA damage mouse pathogenesis","no","no"
"38281965","A description of a pre-emptive typhoid Vi capsular polysaccharide vaccination  campaign after the 2015 earthquake in Nepal and vaccine effectiveness evaluation.","eng","exclude","none","typhoid vaccine effectiveness campaign; no culture positivity","no","no"
"38287761","Prevalence and antimicrobial resistance profile of Salmonella typhi infection in  Iraq, 2019-2021.","eng","exclude","none","confirmed case surveillance AMR Iraq; no positivity","no","no"
"38289090","Antimicrobial properties of tomato juice and peptides against typhoidal  Salmonella.","eng","exclude","none","antimicrobial natural product study","no","no"
"38294545","Assessment of the in-vitro probiotic efficacy and safety of Pediococcus  pentosaceus L1 and Streptococcus thermophilus L3 isolated from Laban, a popular fermented milk product.","eng","exclude","none","probiotic antimicrobial; test strain only","no","no"
"382951","Immunogenic complexes obtained from Salmonella typhi-murium and Salmonella typhi  Ty2 by the bacterial acetone powder method.","eng","exclude","none","acetone powder immunogenic complex vaccine; immunogenicity","no","no"
"38313175","Variations of blood viscosity in acute typhoid fever: A cross-sectional study.","eng","exclude","none","blood viscosity in typhoid; pathophysiology","no","no"
"38319387","[Mandatory Reporting as the Basis of Epidemiological Statistics: The Impact of  the Reporting Practice and Usage of Paper Technologies on the Informative Content of Morbidity Statistics 1886-1921].","ger","exclude","none","non-allowed language german","no","yes"
"38321442","Antibacterial, antibiofilm, and anticancer activity of silver-nanoparticles  synthesized from the cell-filtrate of Streptomyces enissocaesilis.","eng","exclude","none","in vitro silver nanoparticle antibacterial not diagnostic","no","no"
"38323916","Marbofloxacin combined with heavy rare-earth ions makes better candidates for  veterinary drugs: crystal structure and bio-activity studies.","eng","exclude","none","marbofloxacin rare-earth complexes; in-vitro veterinary","no","no"
"38329937","Detection of Salmonella Typhi bacteriophages in surface waters as a scalable  approach to environmental surveillance.","eng","exclude","none","environmental phage water surveillance; not human","no","no"
"38333326","Disaster after disaster: the outbreak of infectious diseases in Pakistan in the  wake of 2022 floods.","eng","exclude","none","infectious diseases outbreak review 2022 floods; not diagnostic PPV","no","no"
"38338500","Inhibition of Food-Borne Pathogen Growth and Biogenic Amine Synthesis by Spice  Extracts.","eng","exclude","none","spice extract antibacterial food not diagnostic","no","no"
"38342074","Rapid and label-free A2 peptide epitope decorated CoFe(2)O(4)-C60  nanocomposite-based electrochemical immunosensor for detecting Visceral Leishmaniasis.","eng","exclude","none","leishmaniasis immunosensor; typhoid shared symptom","no","no"
"38342249","Rapid and sensitive detection of Salmonella in agro-Food and environmental  samples: A review of advances in rapid tests and biosensors.","eng","exclude","none","Salmonella biosensor detection review","no","no"
"38365414","Estimating the subnational prevalence of antimicrobial resistant Salmonella  enterica serovars Typhi and Paratyphi A infections in 75 endemic countries, 1990-2019: a modelling study.","eng","exclude","none","AMR prevalence modelling study not case-definition","no","no"
"38376818","Lysozyme Peptides as a Novel Nutra-Preservative to Control Some Food Poisoning  and Food Spoilage Microorganisms.","eng","exclude","none","lysozyme peptide food preservative; in-vitro","no","no"
"38382574","Specific labeling of newly synthesized lipopolysaccharide via metabolic  incorporation of azido-galactose.","eng","exclude","none","LPS metabolic labeling; molecular; no diagnostic content","no","no"
"38385502","[Impact of the pandemic on various infectious diseases with different  epidemiological patterns of seasonality, transmission and age].","spa","exclude","none","pandemic infectious disease surveillance; nontyphoid Salmonella","no","no"
"38391303","Hemophagocytic lymphohistiocytosis following enteric fever: A rare autopsy case  report.","eng","exclude","none","single case report no denominator","no","no"
"38401356","Thermodynamics, kinetics, and computational fluid dynamics modeling of  Escherichia coli and Salmonella Typhi inactivation during the thermosonication process of celery juice.","eng","exclude","none","thermosonication inactivation modeling; food science","no","no"
"38404085","Extensively Drug-Resistant Enteric Fever In Children: Surging Threats Of  Antimicrobial Resistance And Possible Solutions.","eng","exclude","none","culture-proven XDR cases; AMR and treatment focus","no","no"
"38405358","The use of Nibima and Immunim, two Ghanaian herbal medicines in the management of  mild COVID-19: A case report.","eng","exclude","none","COVID herbal single case report; no denominator","no","no"
"38413058","[Epidemiological characteristics of typhoid fever in Fujian Province, 2011-2022].","chi","exclude","none","notifiable surveillance incidence; no positivity","no","no"
"38419222","Increased antimicrobial resistance against azithromycin during COVID: role of  irrational utilization.","eng","exclude","none","azithromycin AMR COVID drug utilization Pakistan","no","no"
"3842118","A family outbreak of tularemia.","eng","exclude","none","tularemia family outbreak; not typhoid","no","no"
"38435768","Typhoid and Non-Typhoid Salmonellosis Related Mortality in Iran, National Data  from the Ministry of Health.","eng","exclude","none","typhoid/NTS mortality registry data","no","no"
"38443850","Iron/Copper/Phosphate nanocomposite as antimicrobial, antisnail, and wheat  growth-promoting agent.","eng","exclude","none","nanocomposite antimicrobial antisnail wheat growth","no","no"
"38444027","Genomic determinants of antibody response to a typhoid vaccine in Indian  recipients.","eng","exclude","none","typhoid vaccine antibody genomic determinants","no","no"
"38449369","A Dangerous Relationship: A Case of Imported Plasmodium falciparum and Salmonella  Typhi Coinfection.","eng","exclude","none","case report; no denominator","no","no"
"38460106","Spider's Silk as a Potential Source of Antibiotics: An Integrative Review.","eng","exclude","none","spider silk antibiotics review; off-topic","no","no"
"38465663","Persistent fever in acute hepatitis: think beyond acute viral hepatitis.","eng","exclude","none","Hepatitis predictors tropical infection not typhoid case-definition","no","no"
"38467234","Spatial analysis of food and water-borne diseases in Ahmedabad, India:  Implications for urban public health planning.","eng","exclude","none","spatial risk-factor analysis; no positivity","no","no"
"38470177","Separation of crude methanol extract of Plantago major root: identification of  phytochemicals and assessment of biological activities.","eng","exclude","none","Plantago extract antibacterial; botany","no","no"
"38470539","A TonB dependent transporter YncD of Salmonella enterica Serovar Typhi possesses  vaccine potential.","eng","exclude","none","YncD vaccine candidate; mouse immunogenicity study","no","no"
"38472947","The Many Hidden Faces of Gallbladder Carcinoma on CT and MRI Imaging-From A to Z.","eng","exclude","none","gallbladder carcinoma imaging typhoid carrier risk","no","no"
"38476771","The causes of bacterial bloodstream infections and antimicrobial resistance  patterns in children attending a secondary care hospital in Bhaktapur, Nepal, 2017-2022: a retrospective study.","eng","exclude","none","pediatric bloodstream AMR etiology Nepal","no","no"
"38481590","Effect of Pirdot Leaf Extract (Saurauia Vulcani Korth ) on SGPT and SGOT Value in  Wistar Strain Rats Induced by Salmonella Typhimurium.","eng","exclude","none","rat liver enzymes herbal typhimurium not human","no","no"
"38484341","Source tracking of extensively drug resistant Salmonella Typhi in food and raw  vegetables using molecular approaches.","eng","exclude","none","XDR source tracking in food vegetables; environmental molecular","no","no"
"38484951","Chemical composition, antioxidant, antimicrobial, and wound healing effects of  Trachyspermum roxburghianum (DC.) H. Wolff essential oil: An in vivo and in silico approach.","eng","exclude","none","essential oil antimicrobial wound healing screen","no","no"
"38485426","Efficacy of typhoid vaccines against culture-confirmed Salmonella Typhi in  typhoid endemic countries: a systematic review and meta-analysis.","eng","exclude","none","systematic review meta-analysis of vaccine efficacy","yes","no"
"38497655","Nuclear factor kappa B-dependent persistence of Salmonella Typhi and Paratyphi in  human macrophages.","eng","exclude","none","macrophage persistence pathogenesis; molecular","no","no"
"3850013","Salmonella typhi pneumonia without gastrointestinal manifestations.","eng","exclude","none","case report typhoid pneumonia; no diagnostic data","no","no"
"38500580","A bacteriophage cocktail can efficiently reduce five important Salmonella  serotypes both on chicken skin and stainless steel.","eng","exclude","none","bacteriophage food biocontrol not human typhoid","no","no"
"38512514","Salmonella infections in Denmark from 2013-2022 with focus on serotype  distribution, invasiveness, age, sex, and travel exposition.","eng","exclude","none","confirmed-only national register; no suspected comparison","no","no"
"38514324","[Progress in research of rash and fever syndrome surveillance and early warning].","chi","exclude","none","Chinese rash-fever syndrome surveillance review not typhoid specific","no","no"
"38514946","[Biliary peritonitis: diagnostic and therapeutic aspects].","fre","exclude","none","biliary peritonitis small series; Widal-based no denominator","no","no"
"38523864","Cost-effectiveness analysis of a multiplex lateral flow rapid diagnostic test for  acute non-malarial febrile illness in rural Cambodia and Bangladesh.","eng","exclude","none","cost-effectiveness model of putative RDT; cost-only","no","no"
"38524012","Concomitant Salmonella and Leptospira Meningitis: A Rare Case Report.","eng","exclude","none","case report Salmonella Leptospira meningitis","no","no"
"38531727","Cost-effectiveness and public health impact of typhoid conjugate vaccine  introduction strategies in Bangladesh.","eng","exclude","none","cost-effectiveness vaccine modeling; economic only no positivity","no","no"
"3853591","Sensitivity of Salmonella and Shigella to antibiotics and chemotherapeutic agents  in Sudan.","eng","exclude","none","antimicrobial susceptibility survey; AMR only","no","no"
"38539885","Bee Bread: A Promising Source of Bioactive Compounds with Antioxidant  Properties-First Report on Some Antimicrobial Features.","eng","exclude","none","bee bread antibacterial test organism","no","no"
"38543523","Bacterial Species Involved in Venous Leg Ulcer Infections and Their Sensitivity  to Antibiotherapy-An Alarm Signal Regarding the Seriousness of Chronic Venous Insufficiency C6 Stage and Its Need for Prompt Treatment.","eng","exclude","none","leg ulcer bacteria not typhoid","no","no"
"38551999","Development of a computational model to inform environmental surveillance  sampling plans for Salmonella enterica serovar Typhi in wastewater.","eng","exclude","none","computational model wastewater surveillance; environmental","no","no"
"38552286","Systems and Computational Screening identifies SRC and NKIRAS2 as Baseline  Correlates of Risk (CoR) for Live Attenuated Oral Typhoid Vaccine (TY21a) associated Protection.","eng","exclude","none","Vaccine biomarker computational study; no positivity data","no","no"
"38563788","Genomic analysis of Salmonella isolated from canal water in Bangkok, Thailand.","eng","exclude","none","environmental Salmonella genomics; AMR; not human typhoid","no","no"
"38567288","Phenolic Content, Antioxidant Potential, and Antimicrobial Activity of Uvaria  chamae (Annonaceae), a Food Plant from Burkina Faso.","eng","exclude","none","plant extract antimicrobial in vitro","no","no"
"38570419","Ultra-sensitive fluorescent biosensor for multiple bacteria detection based on  CDs/QDs@ZIF-8 and microfluidic fluidized bed.","eng","exclude","none","biosensor bacteria detection food not clinical","no","no"
"385769","The effect on the virulence and infectivity of Salmonella typhimurium and  Salmonella gallinarum of acquiring antibiotic resistance plasmids from organisms that had caused serious outbreaks of disease.","eng","exclude","none","Salmonella typhimurium gallinarum plasmid virulence chickens","no","no"
"38579699","Enteric Fever-Associated Hemophagocytic Lymphohistiocytosis: A Systematic Review  of Clinical Characteristics and Outcomes.","eng","exclude","none","systematic review enteric fever HLH complication","yes","no"
"38590670","Assessment of stn, sipB and sopB Virulence Genes in Various Salmonella Serovars.","eng","exclude","none","Salmonella virulence gene detection; molecular not diagnostic","no","no"
"38591031","β-lactam-induced OMV release promotes polymyxin tolerance in Salmonella enterica  sv. Typhi.","eng","exclude","none","beta-lactam OMV polymyxin tolerance mechanism","no","no"
"38591911","[Pathological profile of S.P. Botkin infectious hospital during the siege of  Leningrad (1941-1944)].","rus","exclude","none","non-eligible language","no","yes"
"38646564","Combined effect of brazilin-rich extract and lawsone methyl ether against  infection-causing bacteria.","eng","exclude","none","plant extract antibacterial; test strain","no","no"
"38659983","Tapping the biosynthetic potential of marine Bacillus licheniformis LHG166, a  prolific sulphated exopolysaccharide producer: structural insights, bio-prospecting its antioxidant, antifungal, antibacterial and anti-biofilm potency as a novel anti-infective lead.","eng","exclude","none","exopolysaccharide antibacterial test organism","no","no"
"38673777","Metabolic Comparison and Molecular Networking of Antimicrobials in Streptomyces  Species.","eng","exclude","none","Streptomyces antimicrobial metabolites; in-vitro","no","no"
"38675730","Production of Promising Heat-Labile Enterotoxin (LT) B Subunit-Based  Self-Assembled Bioconjugate Nanovaccines against Infectious Diseases.","eng","exclude","none","Paratyphi conjugate nanovaccine mice; immunology","no","no"
"38678347","[Etiological characterization of invasive non-typhoid Salmonella strains in  Guangdong Province from 2018 to 2022].","chi","exclude","none","invasive non-typhoidal Salmonella surveillance","no","no"
"38686255","Comprehensive Analysis of Salmonella Species Antibiogram and Evolving Patterns in  Empirical Therapy: Insights From Tertiary Care Hospitals in Peshawar, Pakistan.","eng","exclude","none","antibiogram of culture-positive cases; no suspected denominator","no","no"
"38688354","Revealing the mechanism of Dahuang Huanglian Xiexin Decoction attenuates  dysbiosis via IL-17 signaling pathway based on network pharmacology and experimental validation.","eng","exclude","none","TCM decoction dysbiosis network pharmacology mice","no","no"
"38702905","Antimicrobial resistance, virulence potential and genomic epidemiology of global  genomes of the rare Salmonella enterica serovar Orion.","eng","exclude","none","genomics AMR serovar Orion; not diagnostic","no","no"
"38707311","Non-specific protection against severe COVID-19 associated to typhoid fever and  DTP vaccination.","eng","exclude","none","typhoid vaccine trained immunity vs COVID","no","no"
"38709997","Salmonella Bacteremia in Spanish Pediatric Emergency Departments: Uncommon But  Not Mild.","eng","exclude","none","broad Salmonella bacteremia; outcome predictors not accuracy","no","no"
"38710290","Uncovering the growing burden of enteric fever: A molecular analysis of  Salmonella Typhi antimicrobial resistance.","eng","exclude","none","molecular AMR analysis; AMR-mechanism focus","no","no"
"38713678","Development, confirmation, and application of a seeded Escherichia coli process  control organism to validate Salmonella enterica serovar Typhi environmental surveillance methods.","eng","exclude","none","environmental surveillance method validation; not clinical","no","no"
"38742235","Clinical, phenotypic, and genotypic characteristics of ESBL-producing Salmonella  enterica bloodstream infections from Qatar.","eng","exclude","none","AMR phenotype genotype study; not diagnosis","no","no"
"38745803","Antibiotic Resistance in Salmonella typhi Strains Isolated From Patients in  Pakistan: A Hospital Database Study.","eng","exclude","none","AMR hospital database of isolates; no positivity or accuracy","no","no"
"3876635","Management of typhoid.","eng","exclude","none","typhoid management review","no","no"
"38776555","Chloramphenicol alleviates 5-fluorouracil-induced cellular senescence through  activation of autophagy.","eng","exclude","none","chloramphenicol cancer senescence typhoid mention","no","no"
"38776664","Trends in antimicrobial susceptibility pattern of Salmonella species isolated  from bacteremia patients at a tertiary care center in Northern India.","eng","exclude","none","AMR pattern among confirmed isolates; no case definition","no","no"
"38779642","Endoscopic appearance is not sufficient for a diagnosis of segmental colitis  associated with diverticulosis.","eng","exclude","none","colitis case series typhi incidental","no","no"
"38781698","Ultrasensitive detection of Salmonella typhi using a PAM-free Cas14a-based  biosensor.","eng","exclude","none","Cas14a biosensor detection; analytical; milk samples","no","no"
"38783823","Global and regional burden of vaccine-associated facial paralysis, 1967-2023:  Findings from the WHO international pharmacovigilance database.","eng","exclude","none","vaccine-associated facial paralysis pharmacovigilance typhoid","no","no"
"38784759","Correction to: Characterization of Typhoid Intestinal Perforation in Africa:  Results From the Severe Typhoid Fever Surveillance in Africa Program.","eng","exclude","none","erratum correction notice; no content","no","no"
"3878744","Cellular immunity against Salmonella typhi after live oral vaccine.","eng","exclude","none","cellular immunity oral vaccine; immunology","no","no"
"3879201","Case-control study to identify risk factors for paediatric endemic typhoid fever  in Santiago, Chile.","eng","exclude","none","case-control risk factor study only","no","no"
"38794287","Antibacterial, Trichomonacidal, and Cytotoxic Activities of Pleopeltis  crassinervata Extracts.","eng","exclude","none","antimicrobial plant-extract screen; not diagnostic PPV","no","no"
"38795516","A low-endotoxic Salmonella enterica Gallinarum serovar delivers infectious  bronchitis virus immunogens via a dual-promoter vector system that drives protective immune responses through MHC class-I and -II activation in chickens.","eng","exclude","none","Salmonella Gallinarum IBV vaccine vector; not diagnostic PPV","no","no"
"38795636","Characterization and efficacy of Salmonella phage cocktail PHA46 in the control  of Salmonella Newport and Typhimurium internalized into cherry tomatoes.","eng","exclude","none","Salmonella phage biocontrol cherry tomato non-typhoid","no","no"
"38806731","CRISPR and CRISPR-MVLST reveal conserved spacer distribution and high similarity  among Salmonella enterica serovar Infantis genomes from Brazil and other countries.","eng","exclude","none","Salmonella Infantis CRISPR genomics typing; not human","no","no"
"38806936","Optimized detection of Salmonella typhimurium using aptamer lateral flow assay.","eng","exclude","none","aptamer biosensor for typhimurium; analytical lab only","no","no"
"38808708","Synthesis, Characterization, and Antimicrobial Evaluation of Schiff Base-mixed  Ligand Complexes with Divalent Metal Ions Derived from Amoxicillin and Vanillin/Nicotinamide.","eng","exclude","none","Schiff base complex antibacterial; in-vitro only","no","no"
"38817408","Lower gastrointestinal bleeding as a complication of enteric fever: A case  report.","eng","exclude","none","single case report GI bleeding","no","no"
"38818013","Synthesis of ciprofloxacin-linked 1,2,3-triazole conjugates as potent  antibacterial agents using click chemistry: exploring their function as DNA gyrase inhibitors via in silico- and in vitro-based studies.","eng","exclude","none","ciprofloxacin conjugate antibacterial synthesis; in-vitro only","no","no"
"3882850","Demonstration of specific IgA in human feces after immunization with live Ty21a  Salmonella typhi vaccine.","eng","exclude","none","fecal IgA after Ty21a vaccination; immunology","no","no"
"38842531","Evaluation of InBios Scrub Typhus Detect IgM Rapid Test in acute fever cases from  Southwest and East India.","eng","exclude","none","scrub typhus rapid test; different disease","no","no"
"38846788","Salmonella pathogenicity island-14 is a critical virulence factor responsible for  systemic infection in chickens caused by Salmonella gallinarum.","eng","exclude","none","fowl typhoid chickens virulence; veterinary not human","no","no"
"38854984","Antibacterial activity of Shallots (Allium xwakegi Araki.) cultivars in Palu  Valley against Salmonella Typhi ATCC 27870 through in vitro and in silico evaluation.","eng","exclude","none","in vitro shallot extract antibacterial assay; no patients","no","no"
"38859751","Global estimates on the reports of vaccine-associated myocarditis and  pericarditis from 1969 to 2023: Findings with critical reanalysis from the WHO pharmacovigilance database.","eng","exclude","none","vaccine-associated myocarditis pericarditis pharmacovigilance typhoid","no","no"
"38863260","Global and regional burden of vaccine-induced thrombotic thrombocytopenia,  1969-2023: Comprehensive findings with critical analysis of the international pharmacovigilance database.","eng","exclude","none","vaccine-induced thrombotic thrombocytopenia pharmacovigilance typhoid","no","no"
"38865361","The frequency and associated factors of typhoid carriage in patients undergoing  cholecystectomy for gallbladder disease in Pakistan: A cross-sectional study.","eng","exclude","none","chronic gallbladder carriage; special population","no","no"
"38865386","Are we overdiagnosing multisystem inflammatory syndrome in children (MIS-C)? A  case series of children with bacterial infection mimicking MIS-C.","eng","exclude","none","MIS-C mimic case series; enteric fever incidental","no","no"
